Headline,Content,Image,Url
Dhurandhar 2 worldwide box office collection day 6: Ranveer Singh film soars past  ₹900 crore; surpasses Ranbir's Animal,"Dhurandhar 2 worldwide box office collection day 6: The weekdays after the opening weekend are the real test of longevity for any event film. Last year, Dhurandhar set the standard for sustained earnings after the initial buzz. With its exceptionally huge start, Dhurandhar The Revenge was not expected to emulate that. And yet, the Aditya Dhar film continues to defy expectations, norms, and traditionally held notions about the Bollywood box office. After a sensational first Monday, Dhurandhar 2 had a stellar Tuesday, sailing past the ₹ 900 crore mark globally. Dhurandhar 2 worldwide box office collection day 6: Rakesh Bedi in a still from the film. Dhurandhar 2 box office update Dhurandhar 2 released on Thursday in theatres, after a record-breaking premiere on Wednesday. The hundreds of paid previews helped the film open to a record ₹ 145 crore domestically and gross ₹ 240 crore worldwide. This helped the film amass ₹ 750 crore worldwide in its extended four-day opening weekend. After adding a neat ₹ 100 crore to that on Monday, the Ranveer Singh -starrer had another strong day on Tuesday, its sixth in theatres. As Dhurandhar 2 approached the end of its first week, it earned a staggering ₹ 56 crore net on Thursday domestically. This took its domestic collection so far to ₹ 575 crore net ( ₹ 687 crore gross). It is now galloping towards the ₹ 600-crore mark, which it should easily cross today (Wednesday), and even make a run for the ₹ 700-crore mark by Friday. Overseas, the film has been an equally big phenomenon. It had a strong $7-million start, raking in over $22 million in its first weekend internationally. Over the weekend, the film saw a dip globally but still maintained some momentum. On Tuesday, it added $2 million to its overseas collections from territories, bringing its total overseas collections after 6 days to $27 million (approximately ₹ 250 crore). Dhurandhar 2 earned over ₹ 85 crore gross worldwide on Tuesday, a massive figure for a weekday. The spy thriller has now earned ₹ 937 crore worldwide. This translates to a neat $100 million, making it only the eighth Bollywood film to breach the mark worldwide. The Ranveer Singh film will now gun for the ₹ 1000 crore mark on Wednesday. Dhurandhar 2 steamrolls blockbusters As it races towards the ₹ 1000 crore mark globally, Dhurandhar 2 has gone past the lifetime collections of several all-time blockbusters. On Tuesday, it crossed the final global hauls of films like Aamir Khan’s Secret Superstar ( ₹ 915 crore), Ranbir Kapoor’s Animal ( ₹ 917 crore), and Salman Khan’s Bajrangi Bhaijaan ( ₹ 922 crore). It will now set its sights on Shah Rukh Khan’s Pathaan and Prabhas’ Kalki 2898 AD (both around ₹ 1050 crore). All about Dhurandhar 2 Apart from Ranveer Singh, Dhurandhar 2 also brings back R Madhavan, Arjun Rampal, Sanjay Dutt, Sara Arjun, and Rakesh Bedi. Directed by Aditya Dhar, the spy thriller released on March 19. The first Dhurandhar earned ₹ 1300 crore worldwide and is still playing in ",https://www.hindustantimes.com/ht-img/img/2026/03/25/400x225/Dhurandhar_2_box_office_1774403804586_1774403804731.jpeg,https://www.hindustantimes.com/entertainment/bollywood/dhurandhar-2-worldwide-box-office-collection-day-6-ranveer-singh-aditya-dhar-film-900-crore-beat-ranbir-kapoor-animal-101774403309115.html
HC fumes over continuing crisis of malnutrition deaths in Maharashtra's tribal area,"Mumbai, The Bombay High Court on Thursday expressed anguish over the continuing crisis of deaths of infants, pregnant women and lactating mothers due to malnutrition in the state's tribal belt. HC fumes over continuing crisis of malnutrition deaths in Maharashtra's tribal area A bench headed by Justice R V Ghuge termed it as a ""tragedy"" that the problem persists despite decades of court's intervention. The court was hearing Public Interest Litigations filed by several activists highlighting chronic malnutrition, staff shortages, poor infrastructure and rising child deaths in Melghat region of eastern Maharashtra. The bench said the petitions are being heard for over two decades, but the situation reflects a failure on the part of the government to translate policies into action. ""It is a tragedy that this court has to hear submissions on deaths occurring due to malnutrition, lack of medication and proper medical support to children, pregnant women and lactating mothers,"" HC said. The court agreed with the submissions made by one of the petitioners who said the government was spending large funds towards welfare schemes like the Ladki Bahin Yojana, when basic nutrition remained unavailable to people living in the tribal regions. ""Those who need food are not getting it, and some people who are sitting at home and not working are getting money,"" the bench said. Examining photographs of children and youth from the Melghat region submitted by the petitioners, the judge noted that their ribs are seen protruding and they have no strength to even stand. There has been little to no improvement on the ground, the HC said. ""After 20 years, such deaths should have stopped. We are a progressive state,"" the court said, adjourning the matter for further hearing after two weeks. This article was generated from an automated news agency feed without modifications to text.",https://www.hindustantimes.com/ht-img/img/2026/01/27/400x225/ht-generic_cities2_1769511880449_1769511907099.jpg,https://www.hindustantimes.com/cities/mumbai-news/hc-fumes-over-continuing-crisis-of-malnutrition-deaths-in-maharashtra-s-tribal-area-101774536946573.html
"‘Preity Zinta called, said 'I'm sorry': Jitesh Sharma regards PBKS co-owner as elder sister, reveals chat post-RCB move","Jitesh Sharma has built his name the hard way in the Indian Premier League , and those performances eventually opened the doors to the Indian team in recent times. Unlike many who break through early, he found recognition later than most. That slow rise, though, has worked in his favour. Jitesh has grown into a dependable finisher, especially for RCB , where his calm approach under pressure stood out. During their title-winning campaign last season, he chipped in with a few crucial knocks, showing both maturity and the ability to close out tight games when it mattered most. Jitesh Sharma hails PBKS co-owner as elder sister figure. (IPL/BCCI) Meanwhile, it was at Punjab Kings that he first grabbed attention. He spent three seasons with the franchise and even served as vice-captain in his final year. Across 40 matches for PBKS, he scored 730 runs and established himself as a dependable middle-order presence. Looking back at his time with Punjab Kings, Jitesh also opened up about his bond with co-owner Preity Zinta. He described her as an elder sister figure, highlighting the comfort and respect he shared with her, and how their connection went well beyond just cricket during his time at the franchise. ""I respect her (Preity Zinta) a lot. She personally texts me and calls me too. I see her like my elder sister. When I was in the IPL, somehow she got to know that I’m from Himachal and she’s from Himachal too. So I would talk to her for hour, just having normal discussions about everything. She is very sweet,"" Jitesh said on Ranveer Allahbadia's podcast. Also Read - Explained: Why BCCI has no option but to hold firm on IPL's Impact Player rule despite rising player backlash Continuing on his journey, Jitesh reflected on how pivotal his move to Punjab Kings proved to be. He spoke about the faith the franchise showed in him early on and credited that opportunity as a turning point, saying it played a major role in shaping his career and where he stands today. ""And joining Punjab Kings was a life-changing moment for me, I feel. There was only one bid at that time, these people, Punjab Kings. And I am very grateful for this, because everything I am today, I am because of Punjab Kings,"" he added. “PBKS used the right-to-match card on me but…” The wicketkeeper batter further shared a heartfelt moment from the IPL auction, recalling a personal call from Preity Zinta after he was bought by RCB. He described it as a gesture that reflected their elder–sister–younger–brother bond, underlining the care and warmth she showed even as he moved on. “They picked me, I got a chance after two matches and I performed. And in this auction too, they went for me… they used the right-to-match card on me on INR 7 crore. But RCB bid INR 11 crores, which they couldn't match. After that, ma'am (Preity Zinta) called me, saying, ‘I am very sorry that I couldn’t get you’, meaning it was all on a big–sister–little–brother level. She wanted me to stay with them, I also wanted to… but",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/Jitesh_Sharma_Preity_Zinta_1774521237814_1774521245818.jpg,https://www.hindustantimes.com/cricket/preity-zinta-called-said-im-sorry-jitesh-sharma-regards-pbks-co-owner-as-elder-sister-reveals-chat-post-rcb-move-101774520608380.html
Top BJP leader's big promise in Bengal: 'UP-style encounters'. TMC replies with ‘not here’,"Senior BJP leader Dilip Ghosh on Thursday declared during his West Bengal election campaign that if his party comes to power in the state, the police would undergo a transformation. ""Uttar Pradesh-style encounters"" was his prime promise on this count as he addressed a gathering in Kharagpur. Dilip Ghosh with locals at a campaign event in Kharagpur on Thursday, March 26. (Photo: FB/@dilipghoshbjp) ""After May 4, everything will change. The police you see today sitting and having tea with mafias and acting as 'chamchas' (lackeys) of corrupt leaders will change their character. The same police will conduct encounters in the style of Uttar Pradesh and put criminals behind bars,"" he said, as per news agency PTI. A former state unit president of the BJP, Ghosh alleged that police personnel in Trinamool Congress-ruled West Bengal currently function at the behest of the Mamata Banerjee government and fail to act against criminals. BJP-ruled UP under CM Yogi Adityanath touts its “encounter” policy as a massive success — meaning killing of alleged criminals — even as there are concerns over the police allegedly acting as judge-jury-executioner. Ghosh's remarks triggered a political storm, with the TMC accusing the BJP of endorsing extra-judicial violence. An unfazed Ghosh later doubled down: “I have fought many battles against goons and mafias in Kharagpur, and I will fight again. But perhaps that will not be necessary this time. Once the BJP comes to power, everyone involved in crime will be caught and sent to jail.” Ghosh, who represented Kharagpur Sadar segment in the assembly from 2016 to 2019, has again been fielded by the BJP from the constituency. This seat served as one of the party's early political footholds in West Bengal when it began expanding beyond its traditional pockets. ""Cases were filed against us alleging we threatened people with weapons. But if someone gets scared, Ghosh will obviously scare him. Why should one be afraid? If you have courage, come face to face. If they can loot, steal, and intimidate voters with the help of police, why can't we challenge them?"" Ghosh said, adding that his politics in the industrial town has always been about confronting adversaries head-on. ""The people of Kharagpur voted for me because of that, and they will vote for me again,"" he added. Earlier in the day, at a tea gathering with supporters, Ghosh said police are scared of removing illegal cutouts and billboards of the chief minister. ""We have complained to the Election Commission. The EC must ensure that the election is conducted without bias,"" he said. Ghosh's remarks come at a time when the BJP has been sharpening its law-and-order pitch in West Bengal ahead of the assembly polls, while the TMC counters by accusing the BJP of trying to import what it calls the ""encounter raj"" model from other states. ""Encounter culture works in Uttar Pradesh, not in Bengal. EC must take note of his speech,"" Kolkata Mayor Firhad Hakim said. The BJP last time managed",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/dilip_ghosh_bjp_1774532036407_1774532060076.jpg,https://www.hindustantimes.com/india-news/top-bjp-leaders-big-promise-in-bengal-up-style-encounters-tmc-replies-with-not-here-mamata-banerjee-101774531154128.html
---,---,---,---
"Dhurandhar 2 worldwide box office collection day 7: Ranveer Singh film mints  ₹1000 cr in a week; outpaces Baahubali, RRR","Dhurandhar 2 worldwide box office collection day 7: It has taken just seven days for Dhurandhar The Revenge to climb the ₹ 1000-crore mountain. The spy thriller from Aditya Dhar has crossed the mark globally in its first week itself, solidifying its position as an all-time blockbuster. It is also the second-fastest Indian film to reach the mark after Allu Arjun’s Pushpa 2, which crossed ₹ 1000 crore in six days. Dhurandhar 2 worldwide box office collection day 7: Ranveer Singh in a still from the film. Dhurandhar 2 box office update The Ranveer Singh -starrer released in theatres on Thursday, after a record-breaking premiere on Wednesday. Paid previews and a manic opening weekend saw the film collect over ₹ 100 crore domestically in its first three days. This helped the film end the opening weekend with a worldwide haul of ₹ 750 crore, the second-highest in the history of Indian cinema. On weekdays, the film maintained its momentum, avoiding huge drops on Monday and Tuesday. But on Wednesday, the slowdown finally happened. Dhurandhar 2 saw a 16% drop on Wednesday, earning ₹ 47.70 crore net domestically, which took its India haul to ₹ 623 crore net ( ₹ 745 crore gross). It is expected to cross the ₹ 700 crore mark by Friday. Overseas, the film has been an equally big phenomenon. It had a strong $7-million start, raking in over $22 million in its first weekend internationally. Here too, the film saw a dip during the weekdays but still maintained some momentum. On Wednesday, it added $1.5 million to its overseas collections from territories, bringing its total overseas collections after 7 days to $28.5 million (approximately ₹ 261 crore). The spy thriller has now earned ₹ 1006 crore worldwide. It had crossed the $100 million mark on Wednesday morning too, making it only the eighth Bollywood film to breach the mark worldwide. Dhurandhar 2 outpaces blockbusters Dhurandhar 2 breached the ₹ 1000 crore mark in just seven days, slower only than Pushpa 2. It outpaced the collection rate of SS Rajamouli’s Baahubali 2, which reached the milestone in nine days. The Prabhas and Rana Daggubati-starrer was the first Indian film to reach the mark. Dhurandhar 2 has also reached the 1000-crore club faster than other pan-India hits like RRR, KGF Chapter 2, Kalki 2898 AD, as well as Bollywood blockbusters Pathaan and Jawan. On Thursday, it is expected to surpass the global collections of Shah Rukh Khan’s Pathaan and Prabhas’ Kalki 2898 AD (both around ₹ 1050 crore). All about Dhurandhar 2 Apart from Ranveer Singh, Dhurandhar 2 also brings back R Madhavan, Arjun Rampal, Sanjay Dutt, Sara Arjun, and Rakesh Bedi. Directed by Aditya Dhar, the spy thriller was released on March 19. The first Dhurandhar earned ₹ 1300 crore worldwide and is still playing in theatres three months after its December release. The sequel is expected to do even better.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/Dhurandhar_2_worldwide_box_office_1774492943321_1774492943441.jpeg,https://www.hindustantimes.com/entertainment/bollywood/dhurandhar-2-worldwide-box-office-collection-day-7-ranveer-singh-aditya-dhar-film-1000-crore-outpaces-baahubali-rrr-101774492427070.html
"Mohandas Pai, Kiran Mazumdar-Shaw back Vijay Mallya's role in building RCB brand: 'He must be credited'","Mohandas Pai and Kiran Mazumdar-Shaw have come out in support of Vijay Mallya , crediting him for building Royal Challengers Bengaluru (RCB) into a valuable brand after its recent ownership transition. The reactions come after Mallya shared a nostalgic note on X, reflecting on his association with the franchise. The reactions come after Mallya shared a nostalgic note on X, reflecting on his association with the franchise. “I would like to heartily congratulate the new owners of RCB. I wish them the very best and Godspeed with the most valuable IPL franchise. When I bought the franchise in 2008 for INR 450 crores, most people laughed at me and criticised my investment as a vanity project. Behind my much touted madnesses was building the Royal Challenge brand and hence I named the franchise RCB. Immensely gratifying to see my INR 450 crore investment grow to INR 16,500 crores,” Vijay Mallya wrote. He added, “RCB will always remain a part of my DNA with indelible memories including picking the young Virat Kohli who is now amongst the best in the World. To all RCB fans who came on board during my stewardship and beyond, a grateful thank you and please continue to support RCB the Lion of Bengaluru. Namaskara.” Reacting to this, former Infosys CFO Mohandas Pai wrote, “Feel very sorry for @vijaymallya. He invested in, built @RCB into a great brand and great asset for his city. Karma willed otherwise.” Biocon founder Kiran Mazumdar-Shaw echoed the sentiment, saying, “Agree. He must be credited with building RCB as such a valuable brand.”",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/vijay_mallya_1774524365567_1774524376067.jpg,https://www.hindustantimes.com/trending/mohandas-pai-kiran-mazumdar-shaw-back-vijay-mallyas-role-in-building-rcb-brand-he-must-be-credited-101774524023233.html
"Dhurandhar 2's ‘Pinda’ Udaybir Sandhu says he improvised many of his dialogues, calls Ranveer Singh a secure co-actor","Udaybir Sandhu is going viral for his ‘Ghar ki yaad nahi aayi, Jassi (Did you not miss home)’ dialogue from Dhurandhar 2 . The actor plays Pinda, a key character whose arrival sets up an intense scene with Ranveer's Hamza in the Aditya Dhar film. In a conversation with Pinkvilla, Udaybir spoke about playing Pinda and shared his experience of working with Ranveer on the film. (Also read: Aamir Khan says he is yet to watch Dhurandhar 2, congratulates makers on the success: ‘I hear only praises of the film’ ) Udaybir Sandhu has a pivotal scene with Ranveer Singh in Dhurandhar The Revenge. What Udaybir said During the chat, when Udaybir was asked about the time he met Ranveer on set and the equation formed with him, the actor said, “He is such a warm person, makes you feel really comfortable that after a point, one feels that yes, we can do this scene. It becomes a cakewalk. He also gives a lot of feedbacks which worked a lot for me. As a co-actor, he is very secure, which usually actors aren't. They think, oh, the other actor is overpowering and showing better… But he is such a sweet soul, such a good actor. I think it is the best quality for an actor, that he is secure of his art.” He continued, “Both Aditya Dhar, sir and Ranveer gave me so much space during the scenes. Most of my dialogues were improvised, almost 30-40%. Ranveer used to tell me to do another take, and it was never like we had to hurry. He was so invested in it and never left the set. He was in no hurry. He used to say his dialogues with so much intensity, even when the camera was on me. That was so helpful for me.” About Dhurandhar The Revenge The spy action thriller traces the origin story of Ranveer Singh’s character, Jaskirat Singh Rangi, and how he transforms into Hamza Ali Mazari, an undercover operative who infiltrates Pakistan’s underworld. The film also takes forward the story left unfinished in the first part, following Hamza’s rise through the ranks of Lyari’s criminal world as he inches closer to becoming its kingpin while carrying out his mission to dismantle the terror network operating from within Pakistan. Helmed by Aditya Dhar, the film also stars Rakesh Bedi , Arjun Rampal, R Madhavan and Sanjay Dutt in lead roles. The film opened to positive reviews from the critics as well as the audience. In a week, the film has crossed ₹ 600 crore at the domestic box office and ₹ 1000 crore worldwide.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/pinda_jassi_dhurandhar_2_1774533483641_1774533483807.jpg,https://www.hindustantimes.com/entertainment/bollywood/dhurandhar-2-pinda-udaybir-sandhu-says-he-improvised-many-of-his-dialogues-calls-ranveer-singh-secure-co-actor-101774532452941.html
"Vijay condemns insulting remarks on women by Ponraj Vellaichamy, questions the DMK government for not taking any action","Former advisor of the late APJ Abdul Kalam and Dravida Munnetra Kazhagam (DMK) supporter Ponraj Vellaichamy sparked a huge row on social media for his derogatory remarks referring to female cadres of the Tamilaga Vettri Kazhagam (TVK) as ‘prostitutes.’ Several members of TVK have publicly slammed the comments made by Ponraj after the comments surfaced on social media. Actor-turned-politician and TVK chief Vijay has now reacted to the comments, slamming Ponraj and the DMK government for shielding him. Actor and Tamilaga Vetri Kazhagam (TVK) chief Vijay has reacted to the recent derogatory comments made on women cadres. (PTI Photo) (PTI03_04_2026_000186A) *** Local Caption *** (PTI) What Vijay said Taking to his X account, Vijay wrote a strongly worded statement in Tamil, which roughly translates to: “A mercenary individual, functioning as a supporter of the DMK with words that fall short of honoring and praising my mother, sister, and younger sisters—who are truly worthy of the pride and reverence of this land—has resorted to criticism that has spilled from their mouth. On behalf of the Tamilaga Vettri Kazhagam, I condemn in the strongest terms the opportunistic gamblers who operate under the embrace and support of the DMK leadership. I also strongly condemn the DMK government for taking no action whatsoever against such persons.”",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/PTI03-04-2026-000186A-0_1772631379621_1772631390652_1774529376262.jpg,https://www.hindustantimes.com/entertainment/tamil-cinema/vijay-condemns-insulting-remarks-on-women-by-ponraj-vellaichamy-questions-dmk-government-for-not-taking-any-action-101774528517429.html
"Vijay Deverakonda, Rashmika Mandanna celebrate one month of wedding with unseen pics: Being married felt like a far-off…","Actor-couple Rashmika Mandanna and Vijay Deverakonda on Thursday celebrated one month of their wedding and shared a carousel of photos from the festivities. Taking to their respective Instagram accounts, Rashmika and Vijay Deverakonda posted long gratitude notes for the women who made their wedding special. Vijay Deverakonda and Rashmika Mandanna tied the knot in Udaipur. Rashmika Mandanna, Vijay Deverakonda share unseen pics from wedding In the photos, Rashmika and Vijay were seen celebrating their special day with their family, friends and close ones. In a few photos, the couple was seen smiling as they posed next to each other. A photo showed Vijay holding Rashmika close as they posed for the camera. In another picture, Vijay and Rashmika wrapped their arms around each other as they smiled, looking at each other. Rashmika, Vijay pen gratitude notes In her note, Rashmika wrote, ""I can’t believe it’s been a month already. Being married felt like such a far-off thought, and now we’ve been married for a month… It’s insane. But these women were my knights in shining armour through it all, from the point of wanting to get married to now. I will forever be extremely grateful. This is forever kind of love!""",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/rashmika_mandanna_1774531577507_1774531590055.jpg,https://www.hindustantimes.com/entertainment/telugu-cinema/vijay-deverakonda-rashmika-mandanna-celebrate-one-month-of-wedding-with-unseen-pics-pen-notes-101774529653342.html
---,---,---,---
---,---,---,---
Delhi Capitals IPL 2026 Full schedule: List of DC fixtures with match dates and venues,"The razzmatazz of cricket, the Indian Premier League (IPL), will kick off on March 28 with the match between defending champions Royal Challengers Bengaluru and Sunrisers Hyderabad at the M Chinnaswamy Stadium. Can Axar Patel lead Delhi Capitals to their first title in 2026? (PTI) Also Read: Cricket legend Viv Richards bigs up India's ‘next level’ T20 World Cup win, also praises the team's 12th man In the first phase of the league, Delhi Capitals will play four matches. The Axar Patel -led team will travel to Lucknow Supergiants for their opening match on April 1. After that, they will host five-time IPL champions Mumbai Indians at the Arun Jaitley Stadium. Then they will host Gujarat Titans on April 8. In their final match of the duration, on April 11, they will travel to meet another IPL powerhouse and five-time champions Chennai Super Kings at the Chidambaram Stadium. The franchise, previously known as Delhi Daredevils, is now one of two old teams in the IPL that has not won the league. Until last season, they also had RCB in their company but this time around they find themselves only with the Punjab franchise, which means they will be under tremendous pressure to deliver the goods. The Delhi franchise has reached the final just once, in 2020, where they were beaten by Mumbai Indians. In 2008 and 2009, they reached the semis. That was the golden phase for them, to all intents and purposes. The league introduced the play-offs format in 2011 and four times Delhi have been in the play-offs, in 2012, 2019, 2020 and 2021. Four times they have finished bottom of the league in 2011, 2013, 2014 and 2018. Last year, they finished fifth. This season, they have brought in players like David Miller, J&K's up-and-coming pacer Auqib Nabi, Pathum Nissanka, Lungi Ngidi, Ben Duckett and Kyle Jamieson, and they will hope they can stage some kind of turnaround for themselves. Frankly speaking, only winning the league will be considered success for them. Squad: KL Rahul, Karun Nair, Abhishek Porel, Tristan Stubbs, Axa Patel, Sameer Rizvi, Ashutosh Sharma, Vipraj Nigam, Ajay Mandal, Tripurana Vijay, Madhav Tiwari, T Natarajan, Mukesh Kumar, Dushmantha Chameera, Auqib Nabi, Ben Duckett, David Miller, Pathum Nissanka, Lungi Ngidi, Sahil Parakh, Prithvi Shah, Kyle Jamieson, Nitish Rana, Mitchell Starc, Kudeep Yadav Delhi Capitals' schedule so far April 1 - Lucknow Super Giants vs Delhi Capitals - Lucknow - 7:30PM IST April 4 - Delhi Capitals vs Mumbai Indians - Delhi - 7:30PM IST April 8 - Delhi Capitals vs Gujarat Titans - Delhi - 7:30PM IST April 11 - Chennai Super Kings vs Delhi Capitals - Chennai - 7:30PM IST April 18 - Royal Challengers Bengaluru vs Delhi Capitals - Bengaluru - 3:30PM IST April 21 - Sunrisers Hyderabad vs Delhi Capitals - Hyderabad - 7:30PM IST April 25 - Delhi Capitals vs Punjab Kings - Delhi - 3:30PM IST April 27 - Delhi Capitals vs Royal Challengers Bengaluru - Delhi - 7:30PM IST May 1 - Rajasthan Royals vs Delhi Capitals - Jaipur - 7:30PM I",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/PTI05-18-2025-000555A-0_1747913193088_1773328477622.jpg,https://www.hindustantimes.com/cricket/delhi-capitals-ipl-2026-schedule-list-of-dc-fixtures-with-match-dates-and-venues-101773328223258.html
Punjab Kings IPL 2026 Full schedule: List of PBKS fixtures with match dates and venues,"The 19th edition of the Indian Premier League (IPL) is going to kick off later this month, March 28 to be precise. The opening match will be played between defending champions Royal Challengers Bengaluru and Sunrisers Hyderabad at the Chinnaswamy Stadium. Can Shreyas Iyer make up for last season's miss in 2026? (PTI) Also Read; Gautam Gambhir delivers for now but the road to redemption is long for the ‘preacher’ In the first phase, Punjab Kings will play four matches during this 16-day schedule, out as of now. Punjab Kings will kick off their campaign at home at the New PCA Stadium in Chandigarh, against Gujarat Titans on March 31. Thereafter, they will be on the road to the MA Chidambaram Stadium to face five-time IPL champions Chennai Super Kings, on April 3. On April 6, they travel to another iconic venue, the Eden Gardens, to face three-time champions Kolkata Knight Riders. In their last match of the released schedule, they will host Sunrisers Hyderabad at the New PCA Stadium in Chandigarh on April 11. Alongside Delhi, the Punjab franchise is one of the two old teams to have never won the IPL. They reached the final twice in 2014 and last season in 2025, but they failed to cross the last hurdle. Under Shreyas Iyer , they really looked threatening before RCB shattered their dreams in the final. In 2025, they had reached the play-offs for the first time in 11 years. They had also reached the semis in the inaugural edition in 2008 (back then there was no play-off format). So, one can clearly see they have really been underwhelming for the large part of their campaigns in the IPL. Hopefully, they will break the jinx this time around. A new winner is always welcome. Squad: Shreyas Iyer (captain), Nehal Wadhera, Vishnu Vinod, Harnoor Pannu, Pyla Avinash, Prabhsimran Singh (wk), Shashank Singh, Marcus Stoinis, Harpreet Brar, Marco Jansen, Azmatullah Omarzai, Priyansh Arya, Musheer Khan, Suryansh Shedge, Mitch Owen, Cooper Connolly, Ben Dwarshuis, Arshdeep Singh, Yuzvendra Chahal, Vyshak Vijaykumar, Yash Thakur, Xavier Bartlett, Pravin Dubey, Vishal Nishad, Lockie Ferguson Punjab Kings' schedule so far March 31 - Punjab Kings vs Gujarat Titans - New Chandigarh - 7:30 PM IST April 3 - Chennai Super Kings vs Punjab Kings - Chennai - 7:30 PM IST April 6 - Kolkata Knight Riders vs Punjab Kings - Kolkata - 7:30 PM IST April 11 - Punjab Kings vs Sunrisers Hyderabad - New Chandigarh - 3:30 PM IST April 16 - Mumbai Indians vs Punjab Kings - Mumbai - 7:30 PM IST April 19 - Punjab Kings vs Lucknow Super Giants - New Chandigarh - 7:30 PM IST April 25 - Delhi Capitals vs Punjab Kings - Delhi - 3:30 PM IST April 28 - Punjab Kings vs Rajasthan Royals - New Chandigarh - 7:30 PM IST May 3 - Gujarat Titans vs Punjab Kings - Ahmedabad - 7:30 PM IST May 6 - Sunrisers Hyderabad vs Punjab Kings - Hyderabad - 7:30 PM IST May 11 - Punjab Kings vs Delhi Capitals - Dharamshala - 7:30 PM IST May 14 - Punjab Kings vs Mumbai Indians - Dharamshala - 7:30 PM IST May 17 - Punjab K",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/PTI05-26-2025-000688B-0_1749204625936_1773333908021.jpg,https://www.hindustantimes.com/cricket/punjab-kings-ipl-2026-schedule-list-of-pbks-fixtures-with-match-dates-and-venues-101773333730084.html
"Lucknow Super Giants IPL 2026 full schedule: List of LSG fixtures with match dates, venues and timings","Lucknow Super Giants had a disappointing campaign last year, finishing in seventh position in the standings with six wins and eight defeats. With the BCCI announcing the first phase of fixtures for IPL 2026 , LSG face Delhi Capitals in Lucknow in their campaign opener on April 1. IPL 2026: LSG face DC in their first game of the season. (AFP) In the mini auction, the franchise purchased Josh Inglis ( ₹ 8.6 crore), Mukul Choudhary ( ₹ 2.6 crore), Akshat Raghuwanshi ( ₹ 2.2 crore), Anrich Nortje ( ₹ 2 crore), Wanindu Hasaranga ( ₹ 2 crore) and Naman Tiwari ( ₹ 1 crore). Also Read: Gujarat Titans IPL 2026 full schedule: List of GT fixtures with match dates, venues and timings Meanwhile, Akash Deep, David Miller, Aryan Juyal, Ravi Bishnoi, Yuvraj Chaudhary, Rajvardhan Hangargekar, Shamar Joseph and Will O'Rourke were released. All-rounder Shardul Thakur was traded to MI for ₹ 2 crore, with Arjun Tendulkar joining Lucknow from the opposite end for ₹ 30 lakh. On the other hand, Mohammad Shami was traded in from SRH. Last season, Rishabh Pant's batting was a concern, and their bowling returns were poor as well. Pant has been retained, along with Ayush Badoni, Himmat Singh, Mohsin Khan, Arshin Kulkarni, Prince Yadav, Shahbaz Ahamad, Avesh Khan, Akash Singh, Digvesh Rathi, M Siddharth, Abdul Samad, and Mayank Yadav. Meanwhile, Mitchell Marsh, West Indies’ flamboyant batter Nicholas Pooran, South Africa’s T20I skipper Aiden Markram and Matthew Breetzke have also been retained. LSG's IPL 2026 schedule Lucknow will host DC at home in their first game of the season, at the Ekana Stadium. Then they will travel to Hyderabad for their match against Sunrisers Hyderabad, followed by a trip to the Eden Gardens for a clash against Kolkata Knight Riders. Then they host the Gujarat Titans in Lucknow. The remaining fixtures will be announced in accordance with the election schedules of Tamil Nadu, West Bengal, and Assam. LSG's first four games in IPL 2026: Lucknow Super Giants vs Delhi Capitals, Lucknow - April 1 Sunrisers Hyderabad vs Lucknow Super Giants, Hyderabad - April 5 Kolkata Knight Riders vs Lucknow Super Giants, Kolkata - April 9 Lucknow Super Giants vs Gujarat Titans, Lucknow - April 12",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/CRICKET-IND-IPL-T20-PUNJAB-LUCKNOW-33_1746414787247_1773303350440.jpg,https://www.hindustantimes.com/cricket/lucknow-super-giants-ipl-2026-full-schedule-bcci-indian-premier-league-match-time-table-fixtures-venue-timings-101773302894359.html
